A	Coef	t	p.value	p.value.adj	F	F.p.value	trtTpo-trtTdu
3.91	4.162	5.9	0.00017	0.000757	34.78	0.00017	1
2.53	-0.312	-2.08	0.06494	0.104688	4.33	0.06494	0
1.24	0.26	1.02	0.33314	0.416938	1.04	0.33314	0
0.86	-0.341	-1.49	0.16897	0.235397	2.21	0.16897	0
6.65	0.024	0.3	0.77055	0.818219	0.09	0.77055	0
4.1	-0.547	-4.88	7e-04	0.002338	23.82	7e-04	-1
1.65	0.002	0.01	0.99135	0.993587	0	0.99135	0
5.62	0.362	4.27	0.00175	0.004973	18.27	0.00175	1
1.85	-0.091	-0.5	0.62586	0.693259	0.25	0.62586	0
2.46	-0.193	-0.92	0.38029	0.464513	0.85	0.38029	0
1.44	0.233	1.08	0.30548	0.387646	1.17	0.30548	0
2.12	1.022	5.34	0.00037	0.001368	28.49	0.00037	1
5.64	-0.207	-1.55	0.15344	0.216824	2.4	0.15344	0
3.03	-1.228	-9.29	0	4.2e-05	86.38	0	-1
6.69	0.1	1.43	0.18308	0.251832	2.06	0.18308	0
2.31	-0.075	-0.36	0.725	0.779065	0.13	0.725	0
5.32	-0.14	-1.43	0.18336	0.25212	2.05	0.18336	0
8.18	-0.491	-6.65	7e-05	0.000358	44.16	7e-05	-1
6.78	0.201	2.84	0.01815	0.03545	8.06	0.01815	1
3.1	-0.671	-5.12	5e-04	0.001774	26.17	5e-04	-1
3.95	-0.969	-7.51	2e-05	0.000164	56.34	2e-05	-1
5.06	-0.384	-4.13	0.00218	0.005985	17.07	0.00218	-1
4.47	1.19	12.08	0	8e-06	145.85	0	1
0.59	1.293	4.23	0.00189	0.005307	17.86	0.00189	1
7.71	-0.252	-3.94	0.00295	0.007724	15.53	0.00295	-1
0.32	0.241	1.02	0.33475	0.418415	1.03	0.33475	0
6.8	0.667	7.91	2e-05	0.000117	62.61	2e-05	1
4.13	0.468	4.3	0.00167	0.004791	18.52	0.00167	1
4.02	-0.126	-1.09	0.30158	0.383152	1.19	0.30158	0
1.05	0.803	3.08	0.01204	0.025031	9.5	0.01204	1
5.37	-0.449	-5.51	0.00029	0.001141	30.36	0.00029	-1
4.17	0.671	5.16	0.00047	0.001678	26.65	0.00047	1
3.27	1.697	8.91	1e-05	5.5e-05	79.33	1e-05	1
7.47	0.254	3.57	0.00533	0.012588	12.78	0.00533	1
2.5	-1.248	-6.65	7e-05	0.000355	44.28	7e-05	-1
6.24	0.32	3.52	0.00579	0.013535	12.41	0.00579	1
5.5	-0.968	-12.58	0	6e-06	158.38	0	-1
5.12	1.002	8.38	1e-05	8.2e-05	70.22	1e-05	1
4.71	0.407	2.27	0.04711	0.079401	5.17	0.04711	0
3.27	0.365	2.27	0.04721	0.079549	5.16	0.04721	0
5.05	-0.607	-7.06	4e-05	0.000242	49.87	4e-05	-1
5.08	0.091	0.95	0.36552	0.449361	0.9	0.36552	0
4.54	-0.122	-1.18	0.26656	0.345097	1.39	0.26656	0
2.57	-0.338	-2.03	0.07106	0.11302	4.11	0.07106	0
2.94	2.145	12.64	0	6e-06	159.84	0	1
7.7	0.328	4.88	7e-04	0.002338	23.83	7e-04	1
6.18	-0.059	-0.69	0.50803	0.588441	0.47	0.50803	0
8.1	-0.512	-5.38	0.00035	0.00131	28.93	0.00035	-1
5.01	0.391	3.94	0.00297	0.007765	15.5	0.00297	1
0.78	0.215	0.81	0.43751	0.522522	0.66	0.43751	0
1.68	2.544	13.45	0	4e-06	180.77	0	1
6.38	-0.383	-4.51	0.00123	0.003701	20.32	0.00123	-1
4.04	0.611	3	0.01373	0.027952	9.02	0.01373	1
-0.13	0.261	0.87	0.4036	0.48775	0.76	0.4036	0
6.67	0.138	0.83	0.42588	0.51074	0.69	0.42588	0
4.85	0.068	0.66	0.52181	0.601009	0.44	0.52181	0
6.98	0.385	4.21	0.00193	0.005405	17.74	0.00193	1
5.15	2.638	20.88	0	0	435.8	0	1
2.02	0.68	2.82	0.01879	0.036478	7.94	0.01879	1
3.65	0.974	8.08	1e-05	0.000103	65.21	1e-05	1
2.78	0.133	0.81	0.43679	0.521836	0.66	0.43679	0
6.23	-0.115	-1.53	0.15775	0.222028	2.34	0.15775	0
5.86	0.383	3.74	0.00404	0.009989	14.02	0.00404	1
3.65	0.915	6.56	7e-05	0.000386	43.08	7e-05	1
2.27	-0.738	-3.57	0.00534	0.012611	12.77	0.00534	-1
3.15	-1.595	-11.16	0	1.3e-05	124.58	0	-1
4.18	-1.754	-12.17	0	8e-06	148.02	0	-1
6.39	0.809	9.91	0	2.8e-05	98.27	0	1
6.37	0.517	4.7	0.00092	0.00291	22.09	0.00092	1
5.27	-0.064	-0.31	0.76293	0.811582	0.1	0.76293	0
4.39	1.092	5.47	0.00031	0.001191	29.87	0.00031	1
0.77	-0.613	-2.34	0.04222	0.072325	5.47	0.04222	0
4.66	0.393	4.46	0.00131	0.003907	19.92	0.00131	1
3.49	-0.4	-2.35	0.04111	0.070692	5.54	0.04111	0
8.15	0.252	3.33	0.00802	0.017806	11.06	0.00802	1
2.44	0.494	0.82	0.43173	0.516822	0.67	0.43173	0
4.81	-0.288	-3.4	0.00714	0.01612	11.53	0.00714	-1
6.72	-0.415	-4.5	0.00124	0.003726	20.27	0.00124	-1
7.33	-0.148	-2.23	0.05057	0.084401	4.98	0.05057	0
0.78	-0.527	-1.78	0.10577	0.158173	3.18	0.10577	0
3.18	0.686	5.43	0.00032	0.001239	29.46	0.00032	1
0.5	-0.95	-3.57	0.00532	0.012584	12.78	0.00532	-1
1.12	-0.323	-1.42	0.18651	0.255669	2.02	0.18651	0
3.43	-0.407	-2.32	0.04373	0.074557	5.37	0.04373	0
1.51	1.84	8.03	1e-05	0.000107	64.46	1e-05	1
0.61	-0.373	-1.46	0.17616	0.243826	2.13	0.17616	0
5.41	-0.447	-4.48	0.00127	0.003802	20.1	0.00127	-1
5.06	-1.746	-13	0	5e-06	168.87	0	-1
3.15	0.034	0.17	0.86798	0.897744	0.03	0.86798	0
1.28	1.218	5.65	0.00024	0.000984	31.92	0.00024	1
5.72	-0.307	-3.54	0.00563	0.013207	12.53	0.00563	-1
4.65	-0.735	-7.29	3e-05	0.000197	53.12	3e-05	-1
0.24	0.951	1.74	0.11383	0.168471	3.02	0.11383	0
6.91	-0.462	-5.83	0.00019	0.000811	34.02	0.00019	-1
1.4	-0.777	-3.24	0.00923	0.020008	10.5	0.00923	-1
6.67	0.073	0.97	0.35408	0.437613	0.95	0.35408	0
1.91	-0.335	-1.35	0.20912	0.281302	1.81	0.20912	0
8.83	-0.362	-4.71	0.00091	0.002891	22.14	0.00091	-1
6.75	1.145	16.16	0	1e-06	260.99	0	1
5.55	-0.095	-1.12	0.2882	0.368999	1.26	0.2882	0
4.36	0.009	0.08	0.93412	0.948874	0.01	0.93412	0
6.65	-0.36	-4.71	9e-04	0.002861	22.22	9e-04	-1
2.96	-0.464	-2.88	0.01682	0.0332	8.31	0.01682	-1
5.91	-0.432	-4.93	0.00065	0.002193	24.35	0.00065	-1
10.02	-0.312	-3.41	0.00703	0.015923	11.6	0.00703	-1
-0.35	-0.308	-0.75	0.46877	0.551526	0.57	0.46877	0
5.91	0.023	0.31	0.76115	0.809923	0.1	0.76115	0
3.6	0.454	3.59	0.00521	0.012371	12.87	0.00521	1
4.75	-0.261	-2.32	0.04365	0.074454	5.38	0.04365	0
0.26	0.232	0.63	0.54204	0.619495	0.4	0.54204	0
2.55	-0.112	-0.55	0.59402	0.665377	0.3	0.59402	0
4.22	0.587	5.45	0.00032	0.001218	29.66	0.00032	1
6.12	0.304	3.95	0.0029	0.007615	15.62	0.0029	1
3.57	-0.324	-1.52	0.16108	0.226088	2.3	0.16108	0
5.73	-0.479	-5.81	0.00019	0.000833	33.71	0.00019	-1
0.48	-0.08	-0.15	0.88221	0.909112	0.02	0.88221	0
2.59	0.715	4.42	0.0014	0.004118	19.55	0.0014	1
7.15	0.013	0.2	0.84788	0.882002	0.04	0.84788	0
8	0.045	0.55	0.59606	0.667017	0.3	0.59606	0
1.18	-0.246	-1.21	0.25664	0.333859	1.45	0.25664	0
6.55	0.051	0.65	0.53341	0.611926	0.42	0.53341	0
7.75	-0.168	-2.65	0.02491	0.0464	7.03	0.02491	-1
0.75	0.052	0.21	0.84126	0.877079	0.04	0.84126	0
0.58	0.565	1.85	0.09437	0.143473	3.44	0.09437	0
1.93	0.3	1.4	0.19402	0.264028	1.95	0.19402	0
7.87	-0.114	-1.7	0.12067	0.17717	2.9	0.12067	0
2.31	1.059	5.65	0.00024	0.000984	31.94	0.00024	1
1.63	1.264	5.68	0.00023	0.000949	32.29	0.00023	1
9.08	-0.705	-8.83	1e-05	5.8e-05	77.89	1e-05	-1
1.62	0.252	0.9	0.38926	0.473476	0.81	0.38926	0
7.11	0.008	0.13	0.90144	0.923494	0.02	0.90144	0
6.08	-1.808	-14.56	0	3e-06	212.1	0	-1
6.1	0.446	4.86	0.00073	0.002408	23.59	0.00073	1
1.4	0.265	1.14	0.28146	0.361853	1.3	0.28146	0
5.42	-0.447	-4.62	0.00103	0.003184	21.39	0.00103	-1
7.19	-0.2	-2.95	0.01513	0.030319	8.68	0.01513	-1
7.82	0.9	6.4	9e-05	0.000455	40.95	9e-05	1
7.24	0.072	1.12	0.28985	0.370579	1.25	0.28985	0
8.09	-0.72	-8.55	1e-05	7.2e-05	73.05	1e-05	-1
3.89	0.3	2.23	0.05096	0.08492	4.96	0.05096	0
6.78	0.572	6.29	1e-04	0.000506	39.61	1e-04	1
0.9	-0.1	-0.38	0.715	0.770653	0.14	0.715	0
2.09	0.542	2.83	0.01848	0.035946	7.99	0.01848	1
1.05	-0.644	-2.39	0.03897	0.06764	5.69	0.03897	0
3.66	1.311	9.51	0	3.7e-05	90.44	0	1
3.91	-0.124	-0.9	0.39045	0.474536	0.81	0.39045	0
0.74	1.152	3.29	0.00846	0.018598	10.85	0.00846	1
2.56	0	0	0.99938	0.999477	0	0.99938	0
7.16	0.143	2.07	0.06627	0.10646	4.28	0.06627	0
8.44	-0.284	-3.86	0.00336	0.008581	14.89	0.00336	-1
3.03	0.762	4.35	0.00155	0.004497	18.96	0.00155	1
4.66	3.938	23.11	0	0	534.14	0	1
2.64	0.71	3.99	0.00275	0.007277	15.89	0.00275	1
4.41	0.017	0.17	0.87096	0.9003	0.03	0.87096	0
1.51	-0.654	-2.94	0.01524	0.030488	8.65	0.01524	-1
3.8	0.251	1.84	0.09616	0.145729	3.4	0.09616	0
5.98	0.202	1.56	0.15009	0.213019	2.44	0.15009	0
1.21	-0.171	-0.74	0.47638	0.55881	0.55	0.47638	0
0.45	0.127	0.44	0.6669	0.730083	0.2	0.6669	0
5.8	1.012	12.03	0	8e-06	144.75	0	1
8.51	-0.197	-2.11	0.06173	0.100421	4.46	0.06173	0
5.25	-0.438	-4.81	0.00078	0.002528	23.17	0.00078	-1
1.08	0.728	3.09	0.01196	0.024868	9.52	0.01196	1
1.19	1.069	3.76	0.00391	0.009714	14.17	0.00391	1
4.49	-0.719	-6.97	5e-05	0.000264	48.62	5e-05	-1
7.18	-0.229	-2.85	0.01785	0.034962	8.11	0.01785	-1
1.65	1.957	9.53	0	3.6e-05	90.88	0	1
8.96	-0.361	-5.87	0.00018	0.000779	34.46	0.00018	-1
9.22	0.18	1.33	0.21527	0.288108	1.76	0.21527	0
4.33	-1.09	-9.57	0	3.6e-05	91.53	0	-1
6.65	-0.29	-3.61	0.00502	0.011978	13.04	0.00502	-1
5.71	0.208	2.09	0.06361	0.102929	4.38	0.06361	0
7.66	-0.638	-7.5	2e-05	0.000165	56.3	2e-05	-1
5.74	-0.302	-3.64	0.00478	0.011473	13.26	0.00478	-1
1.36	-1.017	-4.8	0.00079	0.002571	23.03	0.00079	-1
6.06	1.134	12.69	0	6e-06	161.11	0	1
1.05	-1.756	-6.26	0.00011	0.000522	39.18	0.00011	-1
6.04	0.228	1.95	0.08127	0.126522	3.79	0.08127	0
4.54	0.502	4.6	0.00107	0.003288	21.16	0.00107	1
1.09	0.738	2.52	0.03116	0.056044	6.34	0.03116	0
1.33	0.882	3.4	0.00704	0.015946	11.59	0.00704	1
7.45	-0.551	-7.47	3e-05	0.000169	55.8	3e-05	-1
6.04	-0.28	-4.07	0.00239	0.006453	16.6	0.00239	-1
4.71	-0.034	-0.25	0.80684	0.848234	0.06	0.80684	0
5.13	-0.377	-3.94	0.00294	0.007699	15.55	0.00294	-1
3.08	0.515	2.41	0.03751	0.065415	5.8	0.03751	0
0.94	-0.024	-0.1	0.91886	0.936223	0.01	0.91886	0
2.82	0.266	1.44	0.18124	0.249723	2.08	0.18124	0
4.5	-0.262	-2.59	0.02745	0.050448	6.73	0.02745	0
6.77	-0.359	-5.34	0.00037	0.001369	28.48	0.00037	-1
1.05	0.298	1.05	0.31736	0.400332	1.11	0.31736	0
1.19	-2.455	-10.21	0	2.4e-05	104.17	0	-1
1	0.54	2.24	0.05012	0.083775	5	0.05012	0
5.19	-0.536	-5.43	0.00032	0.00123	29.54	0.00032	-1
4.28	0.537	2.99	0.01407	0.028514	8.93	0.01407	1
0.93	-1.011	-3.15	0.01066	0.02263	9.95	0.01066	-1
6.97	0.025	0.37	0.71601	0.771269	0.14	0.71601	0
2.9	0.513	3.53	0.00574	0.013422	12.45	0.00574	1
3.45	-0.631	-4.14	0.00216	0.005932	17.13	0.00216	-1
4.12	-0.258	-1.71	0.11917	0.175326	2.92	0.11917	0
1.31	-1.232	-5.49	3e-04	0.001169	30.09	3e-04	-1
6.58	0.024	0.36	0.72499	0.779065	0.13	0.72499	0
3.44	-0.003	-0.02	0.98065	0.985728	0	0.98065	0
5.85	0.26	3	0.0139	0.02824	8.98	0.0139	1
2.01	1.048	3.12	0.01129	0.023726	9.73	0.01129	1
2.22	-0.379	-2.17	0.05623	0.092547	4.7	0.05623	0
6.37	-0.385	-4.66	0.00097	0.003043	21.74	0.00097	-1
4.14	0.383	3.71	0.00425	0.010401	13.79	0.00425	1
8.15	-0.773	-6.67	7e-05	0.00035	44.45	7e-05	-1
7.42	0.541	3.25	0.00911	0.0198	10.55	0.00911	1
1.9	1.6	6.61	7e-05	0.000371	43.69	7e-05	1
6.78	0.126	1.83	0.09777	0.147692	3.36	0.09777	0
5.75	-0.441	-4.85	0.00074	0.002426	23.52	0.00074	-1
5.97	0.435	4.35	0.00157	0.004542	18.89	0.00157	1
6.18	0.583	5.05	0.00055	0.00191	25.53	0.00055	1
4.67	0.319	2.52	0.03087	0.055616	6.37	0.03087	0
2.65	-0.801	-4.5	0.00124	0.003737	20.24	0.00124	-1
5.67	-0.361	-2.97	0.01455	0.029341	8.82	0.01455	-1
6.08	-0.272	-3.33	0.0079	0.017605	11.12	0.0079	-1
4.52	-0.037	-0.23	0.82404	0.862579	0.05	0.82404	0
5.92	0.252	2.7	0.02291	0.043203	7.29	0.02291	1
0.52	-0.988	-3.04	0.01288	0.026446	9.25	0.01288	-1
4.88	-0.27	-1.93	0.08323	0.128983	3.73	0.08323	0
1.94	2.176	8.5	1e-05	7.4e-05	72.32	1e-05	1
7.7	0.123	1.61	0.13966	0.200968	2.59	0.13966	0
9.5	0.474	4.95	0.00064	0.002153	24.51	0.00064	1
6.36	0.118	1.46	0.17514	0.242536	2.14	0.17514	0
12.78	-0.306	-3.44	0.00661	0.015113	11.85	0.00661	-1
2.63	0.415	2.76	0.02071	0.039683	7.62	0.02071	1
3.62	3.243	11.76	0	1e-05	138.27	0	1
0.49	0.2	0.58	0.57243	0.646277	0.34	0.57243	0
0.9	-0.331	-1.3	0.22429	0.298512	1.69	0.22429	0
3.29	0.694	5.45	0.00032	0.001218	29.66	0.00032	1
1.87	0.297	1.61	0.13957	0.200871	2.59	0.13957	0
5.37	-0.215	-2.22	0.05128	0.085392	4.94	0.05128	0
4.31	-0.129	-0.55	0.59258	0.664304	0.31	0.59258	0
3.39	-0.356	-1.32	0.21752	0.290667	1.74	0.21752	0
8.17	0.639	9.99	0	2.7e-05	99.73	0	1
3.81	-0.465	-3.51	0.00593	0.013825	12.31	0.00593	-1
5.59	-0.094	-1.12	0.28927	0.370156	1.26	0.28927	0
0.24	1.2	3.41	0.00702	0.015917	11.6	0.00702	1
3.64	0.941	5.07	0.00053	0.001864	25.74	0.00053	1
4.13	-0.817	-7.55	2e-05	0.000158	57	2e-05	-1
4.36	2.272	8.99	1e-05	5.2e-05	80.8	1e-05	1
5.62	-0.427	-5.85	0.00018	0.000793	34.25	0.00018	-1
4.66	0.68	6.43	9e-05	0.000441	41.34	9e-05	1
3.15	-0.219	-1.29	0.22602	0.300601	1.67	0.22602	0
1.72	2.379	6.46	8e-05	0.000427	41.76	8e-05	1
4.65	-0.162	-1.51	0.16216	0.22746	2.29	0.16216	0
6.8	0.357	4.16	0.00211	0.005808	17.26	0.00211	1
6.02	0.419	2.54	0.02992	0.054185	6.47	0.02992	0
5.69	1.579	13.45	0	4e-06	180.96	0	1
0.03	-0.012	-0.03	0.97867	0.984109	0	0.97867	0
2.28	0.81	5.12	5e-04	0.001767	26.21	5e-04	1
3.85	-0.906	-7.52	2e-05	0.000162	56.57	2e-05	-1
1.77	1.09	5.92	0.00017	0.000737	35.09	0.00017	1
1.53	-0.048	-0.22	0.83197	0.869516	0.05	0.83197	0
6.51	-0.341	-3	0.01377	0.028013	9.01	0.01377	-1
7.7	-0.68	-9.18	0	4.5e-05	84.26	0	-1
0.4	0.676	1.17	0.27129	0.350287	1.36	0.27129	0
2.5	-0.072	-0.28	0.78568	0.830732	0.08	0.78568	0
2.21	-1.348	-5.87	0.00018	0.000783	34.4	0.00018	-1
2.03	0.819	2.67	0.02427	0.045393	7.11	0.02427	1
2.63	0.061	0.3	0.7696	0.817373	0.09	0.7696	0
5.33	0.588	5.13	0.00049	0.00175	26.29	0.00049	1
4.61	0.905	7.95	2e-05	0.000113	63.16	2e-05	1
0.61	-2.07	-7.93	2e-05	0.000116	62.82	2e-05	-1
4.27	-0.971	-7.11	4e-05	0.000232	50.51	4e-05	-1
7.28	0.061	0.85	0.41339	0.498164	0.73	0.41339	0
4.2	0.278	2.43	0.03598	0.063222	5.92	0.03598	0
9.11	0.167	2.28	0.04632	0.07835	5.22	0.04632	0
2.15	0.815	3.87	0.00331	0.008482	14.96	0.00331	1
4.54	-0.709	-5.85	0.00018	0.000795	34.22	0.00018	-1
4	0.289	2.27	0.04714	0.079442	5.17	0.04714	0
5.93	-0.055	-0.64	0.53738	0.615224	0.41	0.53738	0
6.6	0.283	4.03	0.00257	0.006863	16.23	0.00257	1
1.74	-0.017	-0.08	0.94095	0.954536	0.01	0.94095	0
-0.04	-0.181	-0.59	0.57074	0.644911	0.34	0.57074	0
3.69	-0.18	-1.04	0.32515	0.408184	1.07	0.32515	0
3.4	1.359	9.43	0	3.9e-05	88.85	0	1
3.04	0.733	4.52	0.0012	0.003634	20.46	0.0012	1
1.54	-0.402	-1.7	0.12061	0.177129	2.9	0.12061	0
2.14	-1.162	-5.93	0.00016	0.000732	35.19	0.00016	-1
6.01	0.238	2.94	0.01524	0.030488	8.65	0.01524	1
8.13	-0.611	-8.95	1e-05	5.3e-05	80.17	1e-05	-1
5.68	0.387	4.53	0.00119	0.00362	20.48	0.00119	1
4.64	0.621	3.23	0.00942	0.020328	10.42	0.00942	1
2.94	0.665	5.13	0.00049	0.00175	26.28	0.00049	1
2.91	-0.554	-3.47	0.00629	0.014497	12.06	0.00629	-1
5.63	-0.44	-3.56	0.00547	0.01288	12.66	0.00547	-1
0.54	0.931	1.48	0.16999	0.236423	2.2	0.16999	0
6.89	-0.242	-3.57	0.00539	0.012717	12.72	0.00539	-1
4.44	2.186	15.66	0	2e-06	245.3	0	1
4.36	0.258	2.39	0.03855	0.067023	5.72	0.03855	0
4.47	1.311	9.54	0	3.6e-05	91.08	0	1
6.27	0.098	1.15	0.27641	0.35609	1.33	0.27641	0
1.18	-0.134	-0.42	0.68457	0.744923	0.18	0.68457	0
5.89	-0.441	-6.03	0.00014	0.000661	36.37	0.00014	-1
7.35	-0.082	-1.27	0.2354	0.311059	1.6	0.2354	0
0.85	1.501	6.07	0.00014	0.000634	36.84	0.00014	1
7.39	-0.497	-7	4e-05	0.000258	48.93	4e-05	-1
7.52	5.148	19.05	0	1e-06	362.96	0	1
6.05	-0.228	-2.96	0.01484	0.029819	8.75	0.01484	-1
6.46	0.501	6.29	1e-04	0.000506	39.61	1e-04	1
3.05	-0.547	-3.2	0.00988	0.021147	10.24	0.00988	-1
1.78	0.311	1.5	0.16471	0.230406	2.26	0.16471	0
5.48	0.471	5.58	0.00026	0.001058	31.16	0.00026	1
5	-0.079	-0.97	0.35563	0.439224	0.94	0.35563	0
3.07	-0.912	-5.86	0.00018	0.000784	34.37	0.00018	-1
6.34	-0.222	-3.1	0.01169	0.024431	9.6	0.01169	-1
6.65	-0.253	-3.88	0.00324	0.008346	15.07	0.00324	-1
4.17	0.375	3.59	0.00517	0.012283	12.91	0.00517	1
1.96	0.176	0.98	0.35189	0.435353	0.96	0.35189	0
5.65	1.271	15.76	0	2e-06	248.39	0	1
2.96	0.983	6.6	7e-05	0.000375	43.51	7e-05	1
1.26	-0.455	-2.02	0.07203	0.114304	4.08	0.07203	0
1.63	-0.804	-2.36	0.04083	0.07031	5.56	0.04083	0
4.01	-1.632	-9.86	0	2.9e-05	97.19	0	-1
6.85	0.122	1.33	0.21364	0.286306	1.77	0.21364	0
3.44	-0.486	-4.25	0.00182	0.005142	18.05	0.00182	-1
5.54	-0.272	-1.88	0.09062	0.138678	3.53	0.09062	0
3.39	-1.791	-11.68	0	1e-05	136.44	0	-1
2.08	-1.727	-8.56	1e-05	7.1e-05	73.31	1e-05	-1
4.12	0.396	2.51	0.03157	0.05663	6.3	0.03157	0
4.2	0.138	1.12	0.29142	0.37215	1.25	0.29142	0
7.28	0.041	0.5	0.63145	0.698143	0.25	0.63145	0
4.39	-0.234	-2.34	0.0424	0.072565	5.46	0.0424	0
6.94	0.468	6.06	0.00014	0.000643	36.68	0.00014	1
5.22	0.031	0.32	0.75521	0.804606	0.1	0.75521	0
5.09	3.577	24.28	0	0	589.75	0	1
9.08	-0.428	-4.78	0.00082	0.002643	22.82	0.00082	-1
8.48	0.329	4.96	0.00062	0.00212	24.65	0.00062	1
-0.58	-0.04	-0.13	0.90042	0.922657	0.02	0.90042	0
7.48	-0.119	-1.55	0.15328	0.216653	2.4	0.15328	0
0.41	-0.637	-2.26	0.04806	0.080834	5.12	0.04806	0
6.59	-1.149	-16.4	0	1e-06	268.93	0	-1
5.21	0.564	5.96	0.00016	0.000714	35.48	0.00016	1
4.68	-0.055	-0.52	0.61697	0.685586	0.27	0.61697	0
1.92	-1.105	-6.54	8e-05	0.000392	42.84	8e-05	-1
7.61	0.109	1.5	0.16497	0.230636	2.26	0.16497	0
5.11	0.133	1.44	0.18118	0.249723	2.08	0.18118	0
4.44	0.064	0.43	0.6798	0.740832	0.18	0.6798	0
2.38	-0.114	-0.52	0.61265	0.681599	0.27	0.61265	0
2.22	-0.087	-0.52	0.61722	0.68568	0.27	0.61722	0
3.92	0.144	1.18	0.2678	0.346368	1.38	0.2678	0
6.41	0.053	0.74	0.47549	0.557952	0.55	0.47549	0
3.7	0.818	5.3	0.00039	0.001435	28.04	0.00039	1
5.52	0.483	6.26	0.00011	0.000522	39.17	0.00011	1
6.65	0.767	8.72	1e-05	6.3e-05	76.12	1e-05	1
5.31	-0.313	-3.21	0.00976	0.020945	10.29	0.00976	-1
4.66	0.093	0.98	0.34888	0.432579	0.97	0.34888	0
4.19	0.34	3.24	0.00924	0.020018	10.5	0.00924	1
1.74	0.453	1.64	0.13201	0.191553	2.71	0.13201	0
5.48	0.014	0.13	0.89905	0.921757	0.02	0.89905	0
0.17	-0.325	-0.95	0.36621	0.450052	0.9	0.36621	0
6.35	-0.343	-1.7	0.12116	0.177769	2.89	0.12116	0
4.49	-1.382	-10.3	0	2.2e-05	106.11	0	-1
6.02	-0.117	-1.6	0.14246	0.204253	2.55	0.14246	0
6.62	-0.775	-10.02	0	2.6e-05	100.41	0	-1
5.59	-0.791	-8.62	1e-05	6.9e-05	74.23	1e-05	-1
7.26	-1.539	-23.24	0	0	540.09	0	-1
0.68	0.06	0.23	0.82308	0.861905	0.05	0.82308	0
5.92	-0.704	-9.18	0	4.5e-05	84.33	0	-1
5.42	-0.825	-10.92	0	1.5e-05	119.23	0	-1
4.44	0.076	0.55	0.59535	0.66645	0.3	0.59535	0
6.86	-0.319	-3.87	0.00328	0.008409	15.01	0.00328	-1
0.28	-0.598	-1.94	0.08209	0.127582	3.76	0.08209	0
0.2	-0.294	-0.61	0.55832	0.633293	0.37	0.55832	0
2.49	0.114	0.53	0.61079	0.680025	0.28	0.61079	0
1.32	1.04	4.06	0.00245	0.006587	16.47	0.00245	1
5.16	0.53	6.09	0.00013	0.000624	37.06	0.00013	1
0.69	0.704	2.91	0.01615	0.032052	8.45	0.01615	1
0.42	-0.928	-2.69	0.02312	0.043541	7.26	0.02312	-1
5.9	-0.031	-0.42	0.68586	0.746169	0.17	0.68586	0
6.46	0.148	1.99	0.0754	0.118707	3.97	0.0754	0
1.22	-0.806	-3.85	0.00339	0.008639	14.85	0.00339	-1
7.81	-0.392	-5.32	0.00037	0.001389	28.34	0.00037	-1
7.47	0.354	2.17	0.05648	0.092886	4.69	0.05648	0
3.41	0.881	4.29	0.00171	0.004875	18.41	0.00171	1
4.19	1.039	9.32	0	4.2e-05	86.79	0	1
3.94	-0.553	-4.72	9e-04	0.002856	22.24	9e-04	-1
5.92	0.332	3.09	0.01186	0.024695	9.55	0.01186	1
4.78	-2.458	-19.89	0	0	395.58	0	-1
5.38	0.176	2.14	0.05865	0.096015	4.59	0.05865	0
5.22	0.036	0.42	0.68154	0.742377	0.18	0.68154	0
1.01	-0.414	-1.5	0.1664	0.23233	2.24	0.1664	0
3.5	0.642	2.16	0.05685	0.093393	4.67	0.05685	0
7.56	0.028	0.43	0.67918	0.740263	0.18	0.67918	0
2.98	-0.129	-0.89	0.39553	0.479852	0.79	0.39553	0
1.64	0.862	3.84	0.00344	0.008754	14.78	0.00344	1
9.45	1.113	9.49	0	3.7e-05	90.15	0	1
8.79	-0.291	-4.3	0.00167	0.004786	18.53	0.00167	-1
5	-0.722	-6.26	0.00011	0.000523	39.14	0.00011	-1
3.8	-0.377	-2.77	0.02039	0.039171	7.67	0.02039	-1
3.21	0.797	3.59	0.0052	0.01235	12.88	0.0052	1
6.78	-0.036	-0.38	0.714	0.769722	0.14	0.714	0
2.73	1.072	6.56	7e-05	0.000389	42.97	7e-05	1
2.77	-0.28	-1.8	0.10375	0.155659	3.22	0.10375	0
1.69	0.669	3.26	0.00889	0.019417	10.65	0.00889	1
5.71	0.163	1.89	0.08868	0.136177	3.58	0.08868	0
0.59	-0.961	-3.76	0.00391	0.009714	14.17	0.00391	-1
4.12	1.609	4.22	0.0019	0.005349	17.81	0.0019	1
5.12	0.717	4.5	0.00124	0.003726	20.27	0.00124	1
5.92	-1.118	-11.92	0	9e-06	142.03	0	-1
4.16	-0.674	-5.48	3e-04	0.001179	30	3e-04	-1
7.21	-0.189	-2.8	0.01945	0.037603	7.82	0.01945	-1
0.9	-0.693	-2.46	0.03457	0.061204	6.04	0.03457	0
2.38	-0.387	-1.94	0.08164	0.126987	3.78	0.08164	0
4.64	0.987	8.03	1e-05	0.000106	64.52	1e-05	1
6.81	-0.578	-8.43	1e-05	7.8e-05	71.13	1e-05	-1
3.42	1.234	10.12	0	2.5e-05	102.44	0	1
11.88	-0.976	-8.49	1e-05	7.5e-05	72.11	1e-05	-1
6.01	-2.804	-13.14	0	5e-06	172.76	0	-1
6.04	-0.626	-5.26	0.00041	0.001491	27.69	0.00041	-1
